,id,title,publishedAt,channelTitle,viewCount,likeCount,dislikeCount,commentCount
80,Zs8mUTHlajQ,«Мы хотим человеческих условий и защиты»: студенты о принудительной практике,2020-05-05T06:59:30Z,Навальный LIVE,347940,27288,438,3838
81,52MFOcMPZaU,Навальный о крабовом бизнесе Ксении Собчак,2020-05-04T09:55:43Z,Навальный LIVE,623133,33456,952,3162
82,e1QzOnxIekI,Навальный о ситуации с Региной Тодоренко,2020-05-03T11:54:45Z,Навальный LIVE,1499519,44609,3287,7192
83,Z6fr9oRusDI,Мишустин — все?..,2020-05-03T08:55:43Z,Навальный LIVE,796859,34694,1474,3761
84,fbXz76IgJUE,Навальный vs Захарова. Как не состоялись дебаты с официальным представителем МИД,2020-05-02T14:43:37Z,Навальный LIVE,628473,62222,1206,7934
85,v4uyQOIl_n8,Навальный о заявлении Марии Захаровой о привилегиях богатых,2020-05-02T09:55:54Z,Навальный LIVE,383167,30281,836,4229
86,PAY56ovT4Qc,"Дочка Путина исправит нам гены, скандал с Тодоренко, Собчак и Захарова — элита",2020-04-30T20:12:30Z,Навальный LIVE,2156094,126920,2785,14450
87,UWiSVBg24JA,Путин не спасет. Все плохо,2020-04-30T12:00:20Z,Навальный LIVE,609859,27748,692,3198
88,m-gi96BQ4qU,Мария Захарова: отдых — это для богатых,2020-04-30T08:17:29Z,Навальный LIVE,712266,67972,1432,9785
89,-IrvaE76ZB8,Миф о сильной руке Путина. Как создавался и как оказался разрушен,2020-04-29T14:30:18Z,Навальный LIVE,977009,56005,964,4258
90,ZV9DYBnF8PA,🔥 Новое обращение Путина. Эксперименты от «Яндекса»,2020-04-28T22:09:54Z,Навальный LIVE,448414,34802,638,3265
91,z69q36vhCRU,Как власть расправлялась с «непослушными» СМИ,2020-04-28T13:15:05Z,Навальный LIVE,257174,23109,258,1398
92,ezNH8u-E4hE,🔥 Помощь регионам. Негатив от деклараций. «Крылья Советов» и пустословие,2020-04-27T21:07:14Z,Навальный LIVE,217275,18596,284,1788
93,wxKr3hHGdwg,"Навальный о том, как работает путинская пропаганда в период эпидемии",2020-04-27T09:55:34Z,Навальный LIVE,304057,21546,429,2213
94,ZIiFfLeLp28,Навальный о «безусловном успехе» Путина и падении цены на нефть,2020-04-26T11:57:22Z,Навальный LIVE,457657,27481,634,2316
95,JUnvMrHKYM4,Навальный vs Путин: давать ли деньги народу?,2020-04-26T08:59:27Z,Навальный LIVE,416258,22552,591,2505
96,zNHTAXsABnU,Навальный о волнениях в Северной Осетии,2020-04-25T09:55:40Z,Навальный LIVE,339955,19435,414,1816
97,fLZKykqj4-A,🔥 Путин против лимузинов. Песков и «Пять шагов для России». Телеграм,2020-04-24T21:00:52Z,Навальный LIVE,290643,22638,390,2270
98,mrLGO-qgLhU,"События в Северной Осетии, вранье о смертности, дайте людям денег",2020-04-23T20:10:08Z,Навальный LIVE,1762969,122420,2507,12410
99,N7Jyyg3PfiA,🔥 Министр и цены на бензин. Где врачам требовать средства защиты. Запреты в «Ведомостях»,2020-04-22T19:53:00Z,Навальный LIVE,186875,15747,336,1444
